,instance_weights
0,0.9936183512686038
1,0.9936183512686038
2,0.9936183512686038
3,0.9936183512686038
4,1.0624843617317803
5,0.9936183512686038
6,0.9936183512686038
7,0.9936183512686038
8,0.9936183512686038
9,0.9936183512686038
10,1.0624843617317803
11,0.9936183512686038
12,0.9936183512686038
13,0.9936183512686038
14,0.9936183512686038
15,0.9936183512686038
16,1.3551129874818564
17,1.0624843617317803
18,0.9936183512686038
19,0.9936183512686038
20,0.9936183512686038
21,0.9936183512686038
22,0.9936183512686038
23,0.9936183512686038
24,0.9936183512686038
25,0.9936183512686038
26,0.9936183512686038
27,0.9936183512686038
28,0.9936183512686038
29,0.9936183512686038
30,0.9936183512686038
31,1.0624843617317803
32,0.9936183512686038
33,0.9936183512686038
34,0.9936183512686038
35,0.9936183512686038
36,0.9936183512686038
37,1.0624843617317803
38,0.9936183512686038
39,0.9936183512686038
40,0.9936183512686038
41,0.9936183512686038
42,0.9936183512686038
43,0.9936183512686038
44,0.9936183512686038
45,0.9936183512686038
46,0.9936183512686038
47,0.9936183512686038
48,0.9936183512686038
49,0.9936183512686038
50,0.9936183512686038
51,0.9936183512686038
52,0.9936183512686038
53,0.9936183512686038
54,0.9936183512686038
55,0.9936183512686038
56,0.9936183512686038
57,0.9936183512686038
58,0.9936183512686038
59,0.9936183512686038
60,0.9936183512686038
61,0.9936183512686038
62,0.9936183512686038
63,0.9936183512686038
64,1.0624843617317803
65,0.9936183512686038
66,0.9936183512686038
67,0.9936183512686038
68,0.9936183512686038
69,1.0624843617317803
70,0.9936183512686038
71,0.9936183512686038
72,1.3551129874818564
73,0.9936183512686038
74,0.9936183512686038
75,1.0624843617317803
76,0.9936183512686038
77,0.9936183512686038
78,1.3551129874818564
79,0.9936183512686038
80,0.9936183512686038
81,0.9936183512686038
82,0.9936183512686038
83,0.9936183512686038
84,0.9936183512686038
85,0.9936183512686038
86,0.9936183512686038
87,0.9936183512686038
88,1.3551129874818564
89,0.9936183512686038
90,0.9936183512686038
91,0.9936183512686038
92,0.9936183512686038
93,0.9936183512686038
94,0.9936183512686038
95,0.9936183512686038
96,1.0624843617317803
97,0.9936183512686038
98,0.9936183512686038
99,1.0624843617317803
100,0.9936183512686038
101,0.9936183512686038
102,0.9936183512686038
103,0.9936183512686038
104,1.0624843617317803
105,0.9936183512686038
106,0.9936183512686038
107,0.9936183512686038
108,0.9936183512686038
109,0.9936183512686038
110,0.9936183512686038
111,0.9936183512686038
112,0.9936183512686038
113,0.9936183512686038
114,0.9936183512686038
115,0.9936183512686038
116,0.9936183512686038
117,0.9936183512686038
118,1.0624843617317803
119,0.9936183512686038
120,0.9936183512686038
121,0.9936183512686038
122,1.0624843617317803
123,0.9936183512686038
124,0.2941581359928533
125,0.9936183512686038
126,0.9936183512686038
127,0.9936183512686038
128,0.9936183512686038
129,0.9936183512686038
130,1.0624843617317803
131,0.9936183512686038
132,0.9936183512686038
133,0.9936183512686038
134,0.9936183512686038
135,0.9936183512686038
136,0.9936183512686038
137,0.9936183512686038
138,1.3551129874818564
139,0.9936183512686038
140,0.9936183512686038
141,0.9936183512686038
142,0.9936183512686038
143,0.9936183512686038
144,0.9936183512686038
145,0.9936183512686038
146,0.9936183512686038
147,0.9936183512686038
148,1.0624843617317803
149,0.9936183512686038
150,0.9936183512686038
151,1.3551129874818564
152,0.9936183512686038
153,0.9936183512686038
154,0.9936183512686038
155,0.9936183512686038
156,0.9936183512686038
157,0.9936183512686038
158,0.9936183512686038
159,0.9936183512686038
160,0.9936183512686038
161,0.9936183512686038
162,1.0624843617317803
163,0.9936183512686038
164,0.9936183512686038
165,0.9936183512686038
166,0.9936183512686038
167,0.9936183512686038
168,0.9936183512686038
169,0.9936183512686038
170,0.9936183512686038
171,0.9936183512686038
172,0.9936183512686038
173,0.9936183512686038
174,0.9936183512686038
175,0.9936183512686038
176,0.9936183512686038
177,0.9936183512686038
178,0.9936183512686038
179,0.9936183512686038
180,0.9936183512686038
181,0.9936183512686038
182,1.0624843617317803
183,0.9936183512686038
184,0.9936183512686038
185,0.9936183512686038
186,0.9936183512686038
187,0.9936183512686038
188,1.0624843617317803
189,1.0624843617317803
190,0.9936183512686038
191,0.9936183512686038
192,0.9936183512686038
193,0.9936183512686038
194,0.9936183512686038
195,0.9936183512686038
196,0.9936183512686038
197,0.9936183512686038
198,0.9936183512686038
199,1.0624843617317803
200,0.9936183512686038
201,0.9936183512686038
202,1.3551129874818564
203,0.9936183512686038
204,0.9936183512686038
205,0.9936183512686038
206,0.9936183512686038
207,0.9936183512686038
208,0.9936183512686038
209,0.9936183512686038
210,0.9936183512686038
211,0.9936183512686038
212,0.9936183512686038
213,0.9936183512686038
214,0.9936183512686038
215,0.9936183512686038
216,0.9936183512686038
217,0.9936183512686038
218,0.9936183512686038
219,0.9936183512686038
220,0.9936183512686038
221,0.9936183512686038
222,0.9936183512686038
223,0.9936183512686038
224,0.9936183512686038
225,1.0624843617317803
226,0.9936183512686038
227,1.3551129874818564
228,0.9936183512686038
229,0.9936183512686038
230,0.9936183512686038
231,0.9936183512686038
232,0.9936183512686038
233,0.9936183512686038
234,0.9936183512686038
235,0.9936183512686038
236,0.9936183512686038
237,0.9936183512686038
238,0.9936183512686038
239,0.9936183512686038
240,0.9936183512686038
241,0.9936183512686038
242,0.9936183512686038
243,0.9936183512686038
244,0.9936183512686038
245,0.9936183512686038
246,0.9936183512686038
247,0.9936183512686038
248,1.3551129874818564
249,0.9936183512686038
250,0.9936183512686038
251,0.9936183512686038
252,0.9936183512686038
253,0.9936183512686038
254,0.9936183512686038
255,0.9936183512686038
256,0.9936183512686038
257,0.9936183512686038
258,0.9936183512686038
259,1.0624843617317803
260,0.9936183512686038
261,1.0624843617317803
262,0.9936183512686038
263,0.9936183512686038
264,1.0624843617317803
265,0.9936183512686038
266,0.9936183512686038
267,0.9936183512686038
268,0.9936183512686038
269,0.9936183512686038
270,0.9936183512686038
271,0.9936183512686038
272,0.9936183512686038
273,1.0624843617317803
274,0.9936183512686038
275,0.9936183512686038
276,0.9936183512686038
277,0.9936183512686038
278,1.0624843617317803
279,0.9936183512686038
280,0.9936183512686038
281,0.9936183512686038
282,0.9936183512686038
283,0.9936183512686038
284,1.0624843617317803
285,1.0624843617317803
286,0.9936183512686038
287,0.9936183512686038
288,0.9936183512686038
289,0.9936183512686038
290,0.9936183512686038
291,0.9936183512686038
292,0.9936183512686038
293,0.9936183512686038
294,1.0624843617317803
295,0.9936183512686038
296,1.0624843617317803
297,0.9936183512686038
298,0.9936183512686038
299,0.9936183512686038
300,1.0624843617317803
301,0.9936183512686038
